UF;regional;municipio
RS;13º CRE (Bagé);Aceguá
RS;7º CRE (Passo Fundo);Água Santa
RS;24º CRE (Cachoeira do Sul);Agudo
RS;36º CRE (Ijuí);Ajuricaba
RS;17º CRE (Santa Rosa);Alecrim
RS;10º CRE (Uruguaiana);Alegrete
RS;17º CRE (Santa Rosa);Alegria
RS;39º CRE (Carazinho);Almirante Tamandaré do Sul
RS;20º CRE (Palmeira das Missões);Alpestre
RS;25º CRE (Soledade);Alto Alegre
RS;2º CRE (São Leopoldo);Alto Feliz
RS;28º CRE (Gravataí);Alvorada
RS;5º CRE (Pelotas);Amaral Ferrador
RS;20º CRE (Palmeira das Missões);Ametista do Sul
RS;16º CRE (Bento Gonçalves);André da Rocha
RS;3º CRE (Estrela);Anta Gorda
RS;4º CRE (Caxias do Sul);Antônio Prado
RS;12º CRE (Guaíba);Arambaré
RS;2º CRE (São Leopoldo);Araricá
RS;15º CRE (Erechim);Aratiba
RS;3º CRE (Estrela);Arroio do Meio
RS;5º CRE (Pelotas);Arroio do Padre
RS;11º CRE (Osório);Arroio do Sal
RS;24º CRE (Cachoeira do Sul);Arroio do Tigre
RS;12º CRE (Guaíba);Arroio dos Ratos
RS;5º CRE (Pelotas);Arroio Grande
RS;25º CRE (Soledade);Arvorezinha
RS;36º CRE (Ijuí);Augusto Pestana
RS;15º CRE (Erechim);Áurea
RS;13º CRE (Bagé);Bagé
RS;11º CRE (Osório);Balneário Pinhal
RS;2º CRE (São Leopoldo);Barão
RS;15º CRE (Erechim);Barao de Cotegipe
RS;12º CRE (Guaíba);Barão do Triunfo
RS;21º CRE (Três Passos);Barra do Guarita
RS;10º CRE (Uruguaiana);Barra do Quaraí
RS;12º CRE (Guaíba);Barra do Ribeiro
RS;15º CRE (Erechim);Barra do Rio Azul
RS;39º CRE (Carazinho);Barra Funda
RS;15º CRE (Erechim);Barracão
RS;25º CRE (Soledade);Barros Cassal
RS;15º CRE (Erechim);Benjamin Constant do Sul
RS;16º CRE (Bento Gonçalves);Bento Gonçalves
RS;20º CRE (Palmeira das Missões);Boa Vista das Missões
RS;17º CRE (Santa Rosa);Boa Vista do Buricá
RS;9º CRE (Cruz Alta);Boa Vista do Cadeado
RS;9º CRE (Cruz Alta);Boa Vista do Incra
RS;16º CRE (Bento Gonçalves);Boa Vista do Sul
RS;23º CRE (Vacaria);Bom Jesus
RS;2º CRE (São Leopoldo);Bom Princípio
RS;21º CRE (Três Passos);Bom Progresso
RS;3º CRE (Estrela);Bom Retiro do Sul
RS;6º CRE (Santa Cruz do Sul);Boqueirão do Leão
RS;32º CRE (São Luiz Gonzaga);Bossoroca
RS;36º CRE (Ijuí);Bozano
RS;21º CRE (Três Passos);Braga
RS;2º CRE (São Leopoldo);Brochier
RS;12º CRE (Guaíba);Butiá
RS;13º CRE (Bagé);Caçapava do Sul
RS;8º CRE (Santa Maria);Cacequi
RS;24º CRE (Cachoeira do Sul);Cachoeira do Sul
RS;28º CRE (Gravataí);Cachoeirinha
RS;15º CRE (Erechim);Cacique Doble
RS;32º CRE (São Luiz Gonzaga);Caibaté
RS;20º CRE (Palmeira das Missões);Caiçara
RS;12º CRE (Guaíba);Camaquã
RS;7º CRE (Passo Fundo);Camargo
RS;4º CRE (Caxias do Sul);Cambará do Sul
RS;23º CRE (Vacaria);Campestre da Serra
RS;17º CRE (Santa Rosa);Campina das Missões
RS;15º CRE (Erechim);Campinas do Sul
RS;2º CRE (São Leopoldo);Campo Bom
RS;21º CRE (Três Passos);Campo Novo
RS;25º CRE (Soledade);Campos Borges
RS;6º CRE (Santa Cruz do Sul);Candelária
RS;17º CRE (Santa Rosa);Cândido Godói
RS;13º CRE (Bagé);Candiota
RS;4º CRE (Caxias do Sul);Canela
RS;5º CRE (Pelotas);Canguçu
RS;27º CRE (Canoas);Canoas
RS;3º CRE (Estrela);Canudos do Vale
RS;7º CRE (Passo Fundo);Capão Bonito do Sul
RS;11º CRE (Osório);Capão da Canoa
RS;35º CRE (São Borja);Capão do Cipó
RS;5º CRE (Pelotas);Capão do Leão
RS;2º CRE (São Leopoldo);Capela de Santana
RS;3º CRE (Estrela);Capitão
RS;11º CRE (Osório);Capivari do Sul
RS;11º CRE (Osório);Caraá
RS;39º CRE (Carazinho);Carazinho
RS;16º CRE (Bento Gonçalves);Carlos Barbosa
RS;15º CRE (Erechim);Carlos Gomes
RS;7º CRE (Passo Fundo);Casca
RS;7º CRE (Passo Fundo);Caseiros
RS;36º CRE (Ijuí);Catuípe
RS;4º CRE (Caxias do Sul);Caxias do Sul
RS;15º CRE (Erechim);Centenário
RS;5º CRE (Pelotas);Cerrito
RS;24º CRE (Cachoeira do Sul);Cerro Branco
RS;20º CRE (Palmeira das Missões);Cerro Grande
RS;12º CRE (Guaíba);Cerro Grande do Sul
RS;14º CRE (Santo Ângelo);Cerro Largo
RS;39º CRE (Carazinho);Chapada
RS;12º CRE (Guaíba);Charqueadas
RS;15º CRE (Erechim);Charrua
RS;36º CRE (Ijuí);Chiapetta
RS;18º CRE (Rio Grande);Chuí
RS;12º CRE (Guaíba);Chuvisca
RS;11º CRE (Osório);Cidreira
RS;7º CRE (Passo Fundo);Ciríaco
RS;3º CRE (Estrela);Colinas
RS;39º CRE (Carazinho);Colorado
RS;36º CRE (Ijuí);Condor
RS;39º CRE (Carazinho);Constantina
RS;3º CRE (Estrela);Coqueiro Baixo
RS;39º CRE (Carazinho);Coqueiros do Sul
RS;36º CRE (Ijuí);Coronel Barros
RS;21º CRE (Três Passos);Coronel Bicaco
RS;16º CRE (Bento Gonçalves);Coronel Pilar
RS;16º CRE (Bento Gonçalves);Cotiporã
RS;7º CRE (Passo Fundo);Coxilha
RS;21º CRE (Três Passos);Crissiumal
RS;5º CRE (Pelotas);Cristal
RS;20º CRE (Palmeira das Missões);Cristal do Sul
RS;9º CRE (Cruz Alta);Cruz Alta
RS;15º CRE (Erechim);Cruzaltense
RS;3º CRE (Estrela);Cruzeiro do Sul
RS;7º CRE (Passo Fundo);David Canabarro
RS;21º CRE (Três Passos);Derrubadas
RS;32º CRE (São Luiz Gonzaga);Dezesseis de Novembro
RS;8º CRE (Santa Maria);Dilermando de Aguiar
RS;2º CRE (São Leopoldo);Dois Irmãos
RS;20º CRE (Palmeira das Missões);Dois Irmãos das Missões
RS;16º CRE (Bento Gonçalves);Dois Lajeados
RS;12º CRE (Guaíba);Dom Feliciano
RS;13º CRE (Bagé);Dom Pedrito
RS;11º CRE (Osório);Dom Pedro de Alcântara
RS;24º CRE (Cachoeira do Sul);Dona Francisca
RS;17º CRE (Santa Rosa);Doutor Maurício Cardoso
RS;3º CRE (Estrela);Doutor Ricardo
RS;12º CRE (Guaíba);Eldorado do Sul
RS;3º CRE (Estrela);Encantado
RS;6º CRE (Santa Cruz do Sul);Encruzilhada do Sul
RS;39º CRE (Carazinho);Engenho Velho
RS;15º CRE (Erechim);Entre Rios do Sul
RS;14º CRE (Santo Ângelo);Entre-ijuís
RS;15º CRE (Erechim);Erebango
RS;15º CRE (Erechim);Erechim
RS;7º CRE (Passo Fundo);Ernestina
RS;15º CRE (Erechim);Erval Grande
RS;20º CRE (Palmeira das Missões);Erval Seco
RS;23º CRE (Vacaria);Esmeralda
RS;21º CRE (Três Passos);Esperança do Sul
RS;25º CRE (Soledade);Espumoso
RS;15º CRE (Erechim);Estação
RS;2º CRE (São Leopoldo);Estância Velha
RS;27º CRE (Canoas);Esteio
RS;3º CRE (Estrela);Estrela
RS;24º CRE (Cachoeira do Sul);Estrela Velha
RS;14º CRE (Santo Ângelo);Eugênio de Castro
RS;16º CRE (Bento Gonçalves);Fagundes Varela
RS;4º CRE (Caxias do Sul);Farroupilha
RS;8º CRE (Santa Maria);Faxinal do Soturno
RS;15º CRE (Erechim);Faxinalzinho
RS;3º CRE (Estrela);Fazenda Vilanova
RS;2º CRE (São Leopoldo);Feliz
RS;4º CRE (Caxias do Sul);Flores da Cunha
RS;15º CRE (Erechim);Floriano Peixoto
RS;25º CRE (Soledade);Fontoura Xavier
RS;8º CRE (Santa Maria);Formigueiro
RS;3º CRE (Estrela);Forquetinha
RS;9º CRE (Cruz Alta);Fortaleza dos Valos
RS;20º CRE (Palmeira das Missões);Frederico Westphalen
RS;16º CRE (Bento Gonçalves);Garibaldi
RS;35º CRE (São Borja);Garruchos
RS;15º CRE (Erechim);Gaurama
RS;12º CRE (Guaíba);General Câmara
RS;7º CRE (Passo Fundo);Gentil
RS;15º CRE (Erechim);Getúlio Vargas
RS;17º CRE (Santa Rosa);Girua
RS;28º CRE (Gravataí);Glorinha
RS;4º CRE (Caxias do Sul);Gramado
RS;7º CRE (Passo Fundo);Gramado dos Loureiros
RS;6º CRE (Santa Cruz do Sul);Gramado Xavier
RS;28º CRE (Gravataí);Gravataí
RS;16º CRE (Bento Gonçalves);Guabiju
RS;12º CRE (Guaíba);Guaíba
RS;7º CRE (Passo Fundo);Guaporé
RS;14º CRE (Santo Ângelo);Guarani das Missões
RS;2º CRE (São Leopoldo);Harmonia
RS;5º CRE (Pelotas);Herval
RS;6º CRE (Santa Cruz do Sul);Herveiras
RS;17º CRE (Santa Rosa);Horizontina
RS;13º CRE (Bagé);Hulha Negra
RS;21º CRE (Três Passos);Humaitá
RS;24º CRE (Cachoeira do Sul);Ibarama
RS;7º CRE (Passo Fundo);Ibiaçá
RS;7º CRE (Passo Fundo);Ibiraiaras
RS;25º CRE (Soledade);Ibirapuitã
RS;9º CRE (Cruz Alta);Ibirubá
RS;2º CRE (São Leopoldo);Igrejinha
RS;36º CRE (Ijuí);Ijuí
RS;25º CRE (Soledade);Ilópolis
RS;11º CRE (Osório);Imbé
RS;3º CRE (Estrela);Imigrante
RS;17º CRE (Santa Rosa);Independência
RS;36º CRE (Ijuí);Inhacorá
RS;23º CRE (Vacaria);Ipê
RS;15º CRE (Erechim);Ipiranga do Sul
RS;20º CRE (Palmeira das Missões);Iraí
RS;8º CRE (Santa Maria);Itaara
RS;35º CRE (São Borja);Itacurubi
RS;25º CRE (Soledade);Itapuca
RS;10º CRE (Uruguaiana);Itaqui
RS;11º CRE (Osório);Itati
RS;15º CRE (Erechim);Itatiba do Sul
RS;8º CRE (Santa Maria);Ivorá
RS;2º CRE (São Leopoldo);Ivoti
RS;20º CRE (Palmeira das Missões);Jaboticaba
RS;9º CRE (Cruz Alta);Jacuizinho
RS;15º CRE (Erechim);Jacutinga
RS;5º CRE (Pelotas);Jaguarão
RS;8º CRE (Santa Maria);Jaguari
RS;4º CRE (Caxias do Sul);Jaquirana
RS;9º CRE (Cruz Alta);Jari
RS;36º CRE (Ijuí);Jóia
RS;8º CRE (Santa Maria);Júlio de Castilhos
RS;6º CRE (Santa Cruz do Sul);Lagoa Bonita do Sul
RS;25º CRE (Soledade);Lagoa dos Três Cantos
RS;7º CRE (Passo Fundo);Lagoa Vermelha
RS;25º CRE (Soledade);Lagoão
RS;3º CRE (Estrela);Lajeado
RS;20º CRE (Palmeira das Missões);Lajeado do Bugre
RS;13º CRE (Bagé);Lavras do Sul
RS;20º CRE (Palmeira das Missões);Liberato Salzano
RS;2º CRE (São Leopoldo);Lindolfo Collor
RS;2º CRE (São Leopoldo);Linha Nova
RS;35º CRE (São Borja);Maçambará
RS;15º CRE (Erechim);Machadinho
RS;11º CRE (Osório);Mampituba
RS;10º CRE (Uruguaiana);Manoel Viana
RS;11º CRE (Osório);Maquiné
RS;2º CRE (São Leopoldo);Maratá
RS;7º CRE (Passo Fundo);Marau
RS;15º CRE (Erechim);Marcelino Ramos
RS;12º CRE (Guaíba);Mariana Pimentel
RS;15º CRE (Erechim);Mariano Moro
RS;3º CRE (Estrela);Marques de Souza
RS;8º CRE (Santa Maria);Mata
RS;7º CRE (Passo Fundo);Mato Castelhano
RS;6º CRE (Santa Cruz do Sul);Mato Leitão
RS;32º CRE (São Luiz Gonzaga);Mato Queimado
RS;15º CRE (Erechim);Maximiliano de Almeida
RS;12º CRE (Guaíba);Minas do Leao
RS;21º CRE (Três Passos);Miraguaí
RS;16º CRE (Bento Gonçalves);Montauri
RS;23º CRE (Vacaria);Monte Alegre dos Campos
RS;16º CRE (Bento Gonçalves);Monte Belo do Sul
RS;2º CRE (São Leopoldo);Montenegro
RS;25º CRE (Soledade);Mormaço
RS;11º CRE (Osório);Morrinhos do Sul
RS;5º CRE (Pelotas);Morro Redondo
RS;2º CRE (São Leopoldo);Morro Reuter
RS;11º CRE (Osório);Mostardas
RS;3º CRE (Estrela);Muçum
RS;23º CRE (Vacaria);Muitos Capões
RS;7º CRE (Passo Fundo);Muliterno
RS;39º CRE (Carazinho);Nao-me-toque
RS;7º CRE (Passo Fundo);Nicolau Vergueiro
RS;7º CRE (Passo Fundo);Nonoai
RS;25º CRE (Soledade);Nova Alvorada
RS;16º CRE (Bento Gonçalves);Nova Araçá
RS;16º CRE (Bento Gonçalves);Nova Bassano
RS;39º CRE (Carazinho);Nova Boa Vista
RS;3º CRE (Estrela);Nova Bréscia
RS;17º CRE (Santa Rosa);Nova Candelária
RS;8º CRE (Santa Maria);Nova Esperança do Sul
RS;2º CRE (São Leopoldo);Nova Hartz
RS;4º CRE (Caxias do Sul);Nova Pádua
RS;8º CRE (Santa Maria);Nova Palma
RS;4º CRE (Caxias do Sul);Nova Petropolis
RS;16º CRE (Bento Gonçalves);Nova Prata
RS;36º CRE (Ijuí);Nova Ramada
RS;4º CRE (Caxias do Sul);Nova Roma do Sul
RS;27º CRE (Canoas);Nova Santa Rita
RS;20º CRE (Palmeira das Missões);Novo Barreiro
RS;24º CRE (Cachoeira do Sul);Novo Cabrais
RS;2º CRE (São Leopoldo);Novo Hamburgo
RS;17º CRE (Santa Rosa);Novo Machado
RS;20º CRE (Palmeira das Missões);Novo Tiradentes
RS;39º CRE (Carazinho);Novo Xingu
RS;11º CRE (Osório);Osório
RS;15º CRE (Erechim);Paim Filho
RS;11º CRE (Osório);Palmares do Sul
RS;20º CRE (Palmeira das Missões);Palmeira das Missões
RS;20º CRE (Palmeira das Missões);Palmitinho
RS;36º CRE (Ijuí);Panambi
RS;6º CRE (Santa Cruz do Sul);Pantano Grande
RS;16º CRE (Bento Gonçalves);Paraí
RS;24º CRE (Cachoeira do Sul);Paraíso do Sul
RS;2º CRE (São Leopoldo);Pareci Novo
RS;2º CRE (São Leopoldo);Parobé
RS;6º CRE (Santa Cruz do Sul);Passa Sete
RS;6º CRE (Santa Cruz do Sul);Passo do Sobrado
RS;7º CRE (Passo Fundo);Passo Fundo
RS;15º CRE (Erechim);Paulo Bento
RS;3º CRE (Estrela);Paverama
RS;5º CRE (Pelotas);Pedras Altas
RS;5º CRE (Pelotas);Pedro Osório
RS;9º CRE (Cruz Alta);Pejuçara
RS;5º CRE (Pelotas);Pelotas
RS;4º CRE (Caxias do Sul);Picada Café
RS;20º CRE (Palmeira das Missões);Pinhal
RS;23º CRE (Vacaria);Pinhal da Serra
RS;8º CRE (Santa Maria);Pinhal Grande
RS;20º CRE (Palmeira das Missões);Pinheirinho do Vale
RS;5º CRE (Pelotas);Pinheiro Machado
RS;16º CRE (Bento Gonçalves);Pinto Bandeira
RS;32º CRE (São Luiz Gonzaga);Pirapó
RS;5º CRE (Pelotas);Piratini
RS;20º CRE (Palmeira das Missões);Planalto
RS;2º CRE (São Leopoldo);Poço das Antas
RS;7º CRE (Passo Fundo);Pontão
RS;15º CRE (Erechim);Ponte Preta
RS;2º CRE (São Leopoldo);Portão
RS;1º CRE (Porto Alegre);Porto Alegre
RS;17º CRE (Santa Rosa);Porto Lucena
RS;17º CRE (Santa Rosa);Porto Mauá
RS;17º CRE (Santa Rosa);Porto Vera Cruz
RS;32º CRE (São Luiz Gonzaga);Porto Xavier
RS;3º CRE (Estrela);Pouso Novo
RS;2º CRE (São Leopoldo);Presidente Lucena
RS;3º CRE (Estrela);Progresso
RS;16º CRE (Bento Gonçalves);Protásio Alves
RS;3º CRE (Estrela);Putinga
RS;19º CRE (Santana do Livramento);Quaraí
RS;15º CRE (Erechim);Quatro Irmãos
RS;8º CRE (Santa Maria);Quevedos
RS;9º CRE (Cruz Alta);Quinze de Novembro
RS;21º CRE (Três Passos);Redentora
RS;3º CRE (Estrela);Relvado
RS;24º CRE (Cachoeira do Sul);Restinga Seca
RS;7º CRE (Passo Fundo);Rio dos Índios
RS;18º CRE (Rio Grande);Rio Grande
RS;6º CRE (Santa Cruz do Sul);Rio Pardo
RS;11º CRE (Osório);Riozinho
RS;3º CRE (Estrela);Roca Sales
RS;20º CRE (Palmeira das Missões);Rodeio Bonito
RS;32º CRE (São Luiz Gonzaga);Rolador
RS;11º CRE (Osório);Rolante
RS;39º CRE (Carazinho);Ronda Alta
RS;39º CRE (Carazinho);Rondinha
RS;32º CRE (São Luiz Gonzaga);Roque Gonzales
RS;19º CRE (Santana do Livramento);Rosário do Sul
RS;20º CRE (Palmeira das Missões);Sagrada Família
RS;39º CRE (Carazinho);Saldanha Marinho
RS;9º CRE (Cruz Alta);Salto do Jacuí
RS;14º CRE (Santo Ângelo);Salvador das Missões
RS;2º CRE (São Leopoldo);Salvador do Sul
RS;15º CRE (Erechim);Sananduva
RS;39º CRE (Carazinho);Santa Bárbara do Sul
RS;7º CRE (Passo Fundo);Santa Cecília do Sul
RS;3º CRE (Estrela);Santa Clara do Sul
RS;6º CRE (Santa Cruz do Sul);Santa Cruz do Sul
RS;19º CRE (Santana do Livramento);Santa Margarida do Sul
RS;8º CRE (Santa Maria);Santa Maria
RS;2º CRE (São Leopoldo);Santa Maria do Herval
RS;17º CRE (Santa Rosa);Santa Rosa
RS;16º CRE (Bento Gonçalves);Santa Tereza
RS;18º CRE (Rio Grande);Santa Vitória do Palmar
RS;5º CRE (Pelotas);Santana da Boa Vista
RS;19º CRE (Santana do Livramento);Santana do Livramento
RS;35º CRE (São Borja);Santiago
RS;14º CRE (Santo Ângelo);Santo Ângelo
RS;11º CRE (Osório);Santo Antonio da Patrulha
RS;32º CRE (São Luiz Gonzaga);Santo Antônio das Missões
RS;7º CRE (Passo Fundo);Santo Antônio do Palma
RS;39º CRE (Carazinho);Santo Antônio do Planalto
RS;21º CRE (Três Passos);Santo Augusto
RS;17º CRE (Santa Rosa);Santo Cristo
RS;15º CRE (Erechim);Santo Expedito do Sul
RS;35º CRE (São Borja);São Borja
RS;7º CRE (Passo Fundo);São Domingos do Sul
RS;8º CRE (Santa Maria);São Francisco de Assis
RS;4º CRE (Caxias do Sul);São Francisco de Paula
RS;19º CRE (Santana do Livramento);São Gabriel
RS;12º CRE (Guaíba);Sao Jeronimo
RS;15º CRE (Erechim);São João da Urtiga
RS;8º CRE (Santa Maria);São João do Polêsine
RS;16º CRE (Bento Gonçalves);São Jorge
RS;20º CRE (Palmeira das Missões);São José das Missões
RS;25º CRE (Soledade);São José do Herval
RS;2º CRE (São Leopoldo);São José do Hortêncio
RS;17º CRE (Santa Rosa);São José do Inhacorá
RS;18º CRE (Rio Grande);São José do Norte
RS;15º CRE (Erechim);São José do Ouro
RS;2º CRE (São Leopoldo);São José do Sul
RS;23º CRE (Vacaria);São José dos Ausentes
RS;2º CRE (São Leopoldo);São Leopoldo
RS;5º CRE (Pelotas);São Lourenço do Sul
RS;32º CRE (São Luiz Gonzaga);São Luiz Gonzaga
RS;4º CRE (Caxias do Sul);São Marcos
RS;21º CRE (Três Passos);São Martinho
RS;8º CRE (Santa Maria);São Martinho da Serra
RS;14º CRE (Santo Ângelo);São Miguel das Missões
RS;32º CRE (São Luiz Gonzaga);São Nicolau
RS;17º CRE (Santa Rosa);São Paulo das Missões
RS;2º CRE (São Leopoldo);São Pedro da Serra
RS;20º CRE (Palmeira das Missões);São Pedro das Missões
RS;14º CRE (Santo Ângelo);São Pedro do Butiá
RS;8º CRE (Santa Maria);São Pedro do Sul
RS;2º CRE (São Leopoldo);Sao Sebastiao do Cai
RS;8º CRE (Santa Maria);São Sepé
RS;15º CRE (Erechim);São Valentim
RS;16º CRE (Bento Gonçalves);São Valentim do Sul
RS;21º CRE (Três Passos);São Valério do Sul
RS;2º CRE (São Leopoldo);São Vendelino
RS;8º CRE (Santa Maria);São Vicente do Sul
RS;2º CRE (São Leopoldo);Sapiranga
RS;27º CRE (Canoas);Sapucaia do Sul
RS;39º CRE (Carazinho);Sarandi
RS;20º CRE (Palmeira das Missões);Seberi
RS;21º CRE (Três Passos);Sede Nova
RS;24º CRE (Cachoeira do Sul);Segredo
RS;25º CRE (Soledade);Selbach
RS;17º CRE (Santa Rosa);Senador Salgado Filho
RS;12º CRE (Guaíba);Sentinela do Sul
RS;16º CRE (Bento Gonçalves);Serafina Corrêa
RS;3º CRE (Estrela);Sério
RS;7º CRE (Passo Fundo);Sertão
RS;12º CRE (Guaíba);Sertão Santana
RS;14º CRE (Santo Ângelo);Sete de Setembro
RS;15º CRE (Erechim);Severiano de Almeida
RS;8º CRE (Santa Maria);Silveira Martins
RS;6º CRE (Santa Cruz do Sul);Sinimbu
RS;6º CRE (Santa Cruz do Sul);Sobradinho
RS;25º CRE (Soledade);Soledade
RS;3º CRE (Estrela);Tabaí
RS;7º CRE (Passo Fundo);Tapejara
RS;25º CRE (Soledade);Tapera
RS;12º CRE (Guaíba);Tapes
RS;2º CRE (São Leopoldo);Taquara
RS;3º CRE (Estrela);Taquari
RS;20º CRE (Palmeira das Missões);Taquaruçu do Sul
RS;11º CRE (Osório);Tavares
RS;21º CRE (Três Passos);Tenente Portela
RS;11º CRE (Osório);Terra de Areia
RS;3º CRE (Estrela);Teutônia
RS;39º CRE (Carazinho);Tio Hugo
RS;21º CRE (Três Passos);Tiradentes do Sul
RS;8º CRE (Santa Maria);Toropi
RS;11º CRE (Osório);Torres
RS;11º CRE (Osório);Tramandaí
RS;3º CRE (Estrela);Travesseiro
RS;15º CRE (Erechim);Três Arroios
RS;11º CRE (Osório);Três Cachoeiras
RS;2º CRE (São Leopoldo);Três Coroas
RS;17º CRE (Santa Rosa);Três de Maio
RS;11º CRE (Osório);Três Forquilhas
RS;39º CRE (Carazinho);Três Palmeiras
RS;21º CRE (Três Passos);Três Passos
RS;39º CRE (Carazinho);Trindade do Sul
RS;27º CRE (Canoas);Triunfo
RS;17º CRE (Santa Rosa);Tucunduva
RS;25º CRE (Soledade);Tunas
RS;15º CRE (Erechim);Tupanci do Sul
RS;9º CRE (Cruz Alta);Tupanciretã
RS;2º CRE (São Leopoldo);Tupandi
RS;17º CRE (Santa Rosa);Tuparendi
RS;5º CRE (Pelotas);Turuçu
RS;14º CRE (Santo Ângelo);Ubiretama
RS;7º CRE (Passo Fundo);União da Serra
RS;35º CRE (São Borja);Unistalda
RS;10º CRE (Uruguaiana);Uruguaiana
RS;23º CRE (Vacaria);Vacaria
RS;6º CRE (Santa Cruz do Sul);Vale do Sol
RS;2º CRE (São Leopoldo);Vale Real
RS;6º CRE (Santa Cruz do Sul);Vale Verde
RS;7º CRE (Passo Fundo);Vanini
RS;6º CRE (Santa Cruz do Sul);Venâncio Aires
RS;6º CRE (Santa Cruz do Sul);Vera Cruz
RS;16º CRE (Bento Gonçalves);Veranópolis
RS;3º CRE (Estrela);Vespasiano Corrêa
RS;15º CRE (Erechim);Viadutos
RS;28º CRE (Gravataí);Viamão
RS;20º CRE (Palmeira das Missões);Vicente Dutra
RS;39º CRE (Carazinho);Victor Graeff
RS;16º CRE (Bento Gonçalves);Vila Flores
RS;7º CRE (Passo Fundo);Vila Lângaro
RS;7º CRE (Passo Fundo);Vila Maria
RS;8º CRE (Santa Maria);Vila Nova do Sul
RS;20º CRE (Palmeira das Missões);Vista Alegre
RS;16º CRE (Bento Gonçalves);Vista Alegre do Prata
RS;21º CRE (Três Passos);Vista Gaúcha
RS;14º CRE (Santo Ângelo);Vitória das Missões
RS;3º CRE (Estrela);Westfália
RS;11º CRE (Osório);Xangri-lá
GO;CRE-ÁGUAS LINDAS;ÁGUAS LINDAS DE GOIÁS
GO;CRE-ÁGUAS LINDAS;MIMOSO DE GOIÁS
GO;CRE-ÁGUAS LINDAS;PADRE BERNARDO
GO;CRE-ÁGUAS LINDAS;SANTO ANTÔNIO DO DESCOBERTO
GO;CRE-ANÁPOLIS;ABADIÂNIA
GO;CRE-ANÁPOLIS;ALEXÂNIA
GO;CRE-ANÁPOLIS;ANÁPOLIS
GO;CRE-ANÁPOLIS;CAMPO LIMPO DE GOIÁS
GO;CRE-ANÁPOLIS;COCALZINHO DE GOIÁS
GO;CRE-ANÁPOLIS;CORUMBA DE GOIÁS
GO;CRE-ANÁPOLIS;GOIANÁPOLIS
GO;CRE-ANÁPOLIS;NERÓPOLIS
GO;CRE-ANÁPOLIS;OURO VERDE DE GOIÁS
GO;CRE-ANÁPOLIS;PETROLINA DE GOIÁS
GO;CRE-ANÁPOLIS;PIRENÓPOLIS
GO;CRE-ANÁPOLIS;TEREZÓPOLIS DE GOIÁS
GO;CRE-APARECIDA;APARECIDA DE GOIÂNIA
GO;CRE-APARECIDA;ARAGOIÂNIA
GO;CRE-APARECIDA;BONFINÓPOLIS
GO;CRE-APARECIDA;CALDAZINHA
GO;CRE-APARECIDA;HIDROLÂNDIA
GO;CRE-APARECIDA;SENADOR CANEDO
GO;CRE-CAMPOS BELOS;CAMPOS BELOS
GO;CRE-CAMPOS BELOS;CAVALCANTE
GO;CRE-CAMPOS BELOS;DIVINÓPOLIS DE GOIÁS
GO;CRE-CAMPOS BELOS;MONTE ALEGRE DE GOIÁS
GO;CRE-CAMPOS BELOS;TERESINA DE GOIÁS
GO;CRE-CATALÃO;ANHANGUERA
GO;CRE-CATALÃO;CAMPO ALEGRE DE GOIÁS
GO;CRE-CATALÃO;CATALÃO
GO;CRE-CATALÃO;CORUMBAÍBA
GO;CRE-CATALÃO;CUMARI
GO;CRE-CATALÃO;DAVINÓPOLIS
GO;CRE-CATALÃO;GOIANDIRA
GO;CRE-CATALÃO;NOVA AURORA
GO;CRE-CATALÃO;OUVIDOR
GO;CRE-CATALÃO;TRÊS RANCHOS
GO;CRE-CERES;CARMO DO RIO VERDE
GO;CRE-CERES;CERES
GO;CRE-CERES;RIALMA
GO;CRE-CERES;RIANÁPOLIS
GO;CRE-CERES;SAO PATRICIO
GO;CRE-FORMOSA;CABECEIRAS
GO;CRE-FORMOSA;FLORES DE GOIÁS
GO;CRE-FORMOSA;FORMOSA
GO;CRE-FORMOSA;VILA BOA
GO;CRE-GOIANÉSIA;BARRO ALTO
GO;CRE-GOIANÉSIA;GOIANÉSIA
GO;CRE-GOIANÉSIA;JARAGUÁ
GO;CRE-GOIANÉSIA;JESUPOLIS
GO;CRE-GOIANÉSIA;SANTA ISABEL
GO;CRE-GOIANÉSIA;SANTA RITA DO NOVO DESTINO
GO;CRE-GOIANÉSIA;SÃO FRANCISCO DE GOIÁS
GO;CRE-GOIANÉSIA;VILA PROPÍCIO
GO;CRE-GOIÂNIA;GOIÂNIA
GO;CRE-GOIÁS;ARAGUAPAZ
GO;CRE-GOIÁS;ARUANÃ
GO;CRE-GOIÁS;BURITI DE GOIÁS
GO;CRE-GOIÁS;FAINA
GO;CRE-GOIÁS;GOIÁS
GO;CRE-GOIÁS;MOSSÂMEDES
GO;CRE-GOIÁS;MOZARLÂNDIA
GO;CRE-GOIÁS;SANCLERLÂNDIA
GO;CRE-GOIATUBA;ALOÂNDIA
GO;CRE-GOIATUBA;GOIATUBA
GO;CRE-GOIATUBA;JOVIÂNIA
GO;CRE-GOIATUBA;PANAMÁ
GO;CRE-GOIATUBA;VICENTINÓPOLIS
GO;CRE-INHUMAS;ARAÇU
GO;CRE-INHUMAS;BRAZABRANTES
GO;CRE-INHUMAS;CATURAÍ
GO;CRE-INHUMAS;DAMOLÂNDIA
GO;CRE-INHUMAS;GOIANIRA
GO;CRE-INHUMAS;INHUMAS
