estado_padronizado,municipio_padronizado,UF_CAMPUS,co_uf,no_uf,co_municipio,no_municipio,NOME_CURSO_AJ_2,abaixo_550_abaixo_650,acima_550_abaixo_650,acima_550_acima_650
MINAS GERAIS,SAO JOAO DEL REI,MG,31,Minas Gerais,3162500,São João del Rei,artes,44,40,1
MINAS GERAIS,SAO JOAO DEL REI,MG,31,Minas Gerais,3162500,São João del Rei,biologia,80,121,11
MINAS GERAIS,SAO JOAO DEL REI,MG,31,Minas Gerais,3162500,São João del Rei,educacaofisica,144,111,3
MINAS GERAIS,SAO JOAO DEL REI,MG,31,Minas Gerais,3162500,São João del Rei,filosofia,47,80,5
MINAS GERAIS,SAO JOAO DEL REI,MG,31,Minas Gerais,3162500,São João del Rei,fisica,40,35,4
MINAS GERAIS,SAO JOAO DEL REI,MG,31,Minas Gerais,3162500,São João del Rei,geografia,56,60,1
MINAS GERAIS,SAO JOAO DEL REI,MG,31,Minas Gerais,3162500,São João del Rei,historia,47,107,15
MINAS GERAIS,SAO JOAO DEL REI,MG,31,Minas Gerais,3162500,São João del Rei,linguaportuguesa,76,123,12
MINAS GERAIS,SAO JOAO DEL REI,MG,31,Minas Gerais,3162500,São João del Rei,matematica,29,32,6
MINAS GERAIS,SAO JOAO DEL REI,MG,31,Minas Gerais,3162500,São João del Rei,pedagogia,128,72,3
MINAS GERAIS,SAO JOAO DEL REI,MG,31,Minas Gerais,3162500,São João del Rei,quimica,56,53,2
MINAS GERAIS,SAO JOAO EVANGELISTA,MG,31,Minas Gerais,3162807,São João Evangelista,biologia,22,27,2
MINAS GERAIS,SAO JOAO EVANGELISTA,MG,31,Minas Gerais,3162807,São João Evangelista,matematica,18,7,1
MINAS GERAIS,TEOFILO OTONI,MG,31,Minas Gerais,3168606,Teófilo Otoni,matematica,27,27,3
MINAS GERAIS,UBA,MG,31,Minas Gerais,3169901,Ubá,biologia,22,24,
MINAS GERAIS,UBA,MG,31,Minas Gerais,3169901,Ubá,pedagogia,26,19,
MINAS GERAIS,UBA,MG,31,Minas Gerais,3169901,Ubá,quimica,9,11,
MINAS GERAIS,UBERABA,MG,31,Minas Gerais,3170107,Uberaba,biologia,75,68,31
MINAS GERAIS,UBERABA,MG,31,Minas Gerais,3170107,Uberaba,educacaofisica,104,118,32
MINAS GERAIS,UBERABA,MG,31,Minas Gerais,3170107,Uberaba,fisica,13,18,2
MINAS GERAIS,UBERABA,MG,31,Minas Gerais,3170107,Uberaba,geografia,34,29,3
MINAS GERAIS,UBERABA,MG,31,Minas Gerais,3170107,Uberaba,historia,42,59,32
MINAS GERAIS,UBERABA,MG,31,Minas Gerais,3170107,Uberaba,linguaportuguesa,39,57,23
MINAS GERAIS,UBERABA,MG,31,Minas Gerais,3170107,Uberaba,matematica,15,31,6
MINAS GERAIS,UBERABA,MG,31,Minas Gerais,3170107,Uberaba,quimica,50,33,8
MINAS GERAIS,UBERLANDIA,MG,31,Minas Gerais,3170206,Uberlândia,artes,201,352,126
MINAS GERAIS,UBERLANDIA,MG,31,Minas Gerais,3170206,Uberlândia,biologia,99,202,86
MINAS GERAIS,UBERLANDIA,MG,31,Minas Gerais,3170206,Uberlândia,educacaofisica,244,180,31
MINAS GERAIS,UBERLANDIA,MG,31,Minas Gerais,3170206,Uberlândia,filosofia,113,141,14
MINAS GERAIS,UBERLANDIA,MG,31,Minas Gerais,3170206,Uberlândia,fisica,43,59,20
MINAS GERAIS,UBERLANDIA,MG,31,Minas Gerais,3170206,Uberlândia,geografia,110,129,6
MINAS GERAIS,UBERLANDIA,MG,31,Minas Gerais,3170206,Uberlândia,historia,128,186,54
MINAS GERAIS,UBERLANDIA,MG,31,Minas Gerais,3170206,Uberlândia,linguaportuguesa,187,298,49
MINAS GERAIS,UBERLANDIA,MG,31,Minas Gerais,3170206,Uberlândia,matematica,22,51,26
MINAS GERAIS,UBERLANDIA,MG,31,Minas Gerais,3170206,Uberlândia,pedagogia,297,217,14
MINAS GERAIS,UBERLANDIA,MG,31,Minas Gerais,3170206,Uberlândia,quimica,27,52,5
MINAS GERAIS,UBERLANDIA,MG,31,Minas Gerais,3170206,Uberlândia,sociologia,47,80,36
MINAS GERAIS,UNAI,MG,31,Minas Gerais,3170404,Unaí,linguaportuguesa,34,20,2
MINAS GERAIS,VICOSA,MG,31,Minas Gerais,3171303,Viçosa,biologia,162,316,149
MINAS GERAIS,VICOSA,MG,31,Minas Gerais,3171303,Viçosa,educacaofisica,283,285,54
MINAS GERAIS,VICOSA,MG,31,Minas Gerais,3171303,Viçosa,fisica,76,68,19
MINAS GERAIS,VICOSA,MG,31,Minas Gerais,3171303,Viçosa,geografia,85,89,11
MINAS GERAIS,VICOSA,MG,31,Minas Gerais,3171303,Viçosa,historia,103,122,55
MINAS GERAIS,VICOSA,MG,31,Minas Gerais,3171303,Viçosa,linguaportuguesa,133,162,26
MINAS GERAIS,VICOSA,MG,31,Minas Gerais,3171303,Viçosa,matematica,100,116,19
MINAS GERAIS,VICOSA,MG,31,Minas Gerais,3171303,Viçosa,pedagogia,203,161,12
MINAS GERAIS,VICOSA,MG,31,Minas Gerais,3171303,Viçosa,quimica,97,142,27
MINAS GERAIS,VICOSA,MG,31,Minas Gerais,3171303,Viçosa,sociologia,92,116,24
MATO GROSSO DO SUL,AGUA CLARA,MS,50,Mato Grosso do Sul,5000203,Água Clara,historia,14,15,2
MATO GROSSO DO SUL,AGUA CLARA,MS,50,Mato Grosso do Sul,5000203,Água Clara,linguaportuguesa,13,13,
MATO GROSSO DO SUL,AGUA CLARA,MS,50,Mato Grosso do Sul,5000203,Água Clara,pedagogia,33,25,6
MATO GROSSO DO SUL,AQUIDAUANA,MS,50,Mato Grosso do Sul,5001102,Aquidauana,biologia,67,13,3
MATO GROSSO DO SUL,AQUIDAUANA,MS,50,Mato Grosso do Sul,5001102,Aquidauana,geografia,44,4,
MATO GROSSO DO SUL,AQUIDAUANA,MS,50,Mato Grosso do Sul,5001102,Aquidauana,historia,41,7,
MATO GROSSO DO SUL,AQUIDAUANA,MS,50,Mato Grosso do Sul,5001102,Aquidauana,linguaportuguesa,50,13,2
MATO GROSSO DO SUL,AQUIDAUANA,MS,50,Mato Grosso do Sul,5001102,Aquidauana,matematica,29,2,3
MATO GROSSO DO SUL,AQUIDAUANA,MS,50,Mato Grosso do Sul,5001102,Aquidauana,pedagogia,65,9,
MATO GROSSO DO SUL,BELA VISTA,MS,50,Mato Grosso do Sul,5002100,Bela Vista,historia,11,11,4
MATO GROSSO DO SUL,BELA VISTA,MS,50,Mato Grosso do Sul,5002100,Bela Vista,linguaportuguesa,9,8,1
MATO GROSSO DO SUL,CAMPO GRANDE,MS,50,Mato Grosso do Sul,5002704,Campo Grande,artes,83,89,16
MATO GROSSO DO SUL,CAMPO GRANDE,MS,50,Mato Grosso do Sul,5002704,Campo Grande,biologia,183,178,45
MATO GROSSO DO SUL,CAMPO GRANDE,MS,50,Mato Grosso do Sul,5002704,Campo Grande,educacaofisica,256,138,20
MATO GROSSO DO SUL,CAMPO GRANDE,MS,50,Mato Grosso do Sul,5002704,Campo Grande,filosofia,18,28,6
MATO GROSSO DO SUL,CAMPO GRANDE,MS,50,Mato Grosso do Sul,5002704,Campo Grande,fisica,19,24,10
MATO GROSSO DO SUL,CAMPO GRANDE,MS,50,Mato Grosso do Sul,5002704,Campo Grande,geografia,85,49,
MATO GROSSO DO SUL,CAMPO GRANDE,MS,50,Mato Grosso do Sul,5002704,Campo Grande,historia,97,113,24
MATO GROSSO DO SUL,CAMPO GRANDE,MS,50,Mato Grosso do Sul,5002704,Campo Grande,linguaportuguesa,168,159,25
MATO GROSSO DO SUL,CAMPO GRANDE,MS,50,Mato Grosso do Sul,5002704,Campo Grande,matematica,38,42,12
MATO GROSSO DO SUL,CAMPO GRANDE,MS,50,Mato Grosso do Sul,5002704,Campo Grande,pedagogia,206,109,16
MATO GROSSO DO SUL,CAMPO GRANDE,MS,50,Mato Grosso do Sul,5002704,Campo Grande,quimica,20,18,4
MATO GROSSO DO SUL,CAMPO GRANDE,MS,50,Mato Grosso do Sul,5002704,Campo Grande,sociologia,167,249,66
MATO GROSSO DO SUL,CASSILANDIA,MS,50,Mato Grosso do Sul,5002902,Cassilândia,linguaportuguesa,20,6,
MATO GROSSO DO SUL,CASSILANDIA,MS,50,Mato Grosso do Sul,5002902,Cassilândia,matematica,5,7,
MATO GROSSO DO SUL,CORUMBA,MS,50,Mato Grosso do Sul,5003207,Corumbá,biologia,56,16,1
MATO GROSSO DO SUL,CORUMBA,MS,50,Mato Grosso do Sul,5003207,Corumbá,educacaofisica,93,21,
MATO GROSSO DO SUL,CORUMBA,MS,50,Mato Grosso do Sul,5003207,Corumbá,geografia,37,6,
MATO GROSSO DO SUL,CORUMBA,MS,50,Mato Grosso do Sul,5003207,Corumbá,historia,47,29,2
MATO GROSSO DO SUL,CORUMBA,MS,50,Mato Grosso do Sul,5003207,Corumbá,linguaportuguesa,36,14,2
MATO GROSSO DO SUL,CORUMBA,MS,50,Mato Grosso do Sul,5003207,Corumbá,matematica,13,8,1
MATO GROSSO DO SUL,CORUMBA,MS,50,Mato Grosso do Sul,5003207,Corumbá,pedagogia,123,35,1
MATO GROSSO DO SUL,COSTA RICA,MS,50,Mato Grosso do Sul,5003256,Costa Rica,historia,25,18,
MATO GROSSO DO SUL,COSTA RICA,MS,50,Mato Grosso do Sul,5003256,Costa Rica,linguaportuguesa,8,12,
MATO GROSSO DO SUL,COXIM,MS,50,Mato Grosso do Sul,5003306,Coxim,historia,15,12,3
MATO GROSSO DO SUL,COXIM,MS,50,Mato Grosso do Sul,5003306,Coxim,linguaportuguesa,30,13,3
MATO GROSSO DO SUL,DOURADOS,MS,50,Mato Grosso do Sul,5003702,Dourados,artes,141,85,10
MATO GROSSO DO SUL,DOURADOS,MS,50,Mato Grosso do Sul,5003702,Dourados,biologia,72,72,6
MATO GROSSO DO SUL,DOURADOS,MS,50,Mato Grosso do Sul,5003702,Dourados,educacaofisica,141,62,1
MATO GROSSO DO SUL,DOURADOS,MS,50,Mato Grosso do Sul,5003702,Dourados,fisica,13,8,1
MATO GROSSO DO SUL,DOURADOS,MS,50,Mato Grosso do Sul,5003702,Dourados,geografia,35,13,
MATO GROSSO DO SUL,DOURADOS,MS,50,Mato Grosso do Sul,5003702,Dourados,historia,53,56,1
MATO GROSSO DO SUL,DOURADOS,MS,50,Mato Grosso do Sul,5003702,Dourados,linguaportuguesa,105,61,2
MATO GROSSO DO SUL,DOURADOS,MS,50,Mato Grosso do Sul,5003702,Dourados,matematica,31,16,1
MATO GROSSO DO SUL,DOURADOS,MS,50,Mato Grosso do Sul,5003702,Dourados,pedagogia,129,39,
MATO GROSSO DO SUL,DOURADOS,MS,50,Mato Grosso do Sul,5003702,Dourados,quimica,45,17,1
MATO GROSSO DO SUL,DOURADOS,MS,50,Mato Grosso do Sul,5003702,Dourados,sociologia,50,34,1
MATO GROSSO DO SUL,IVINHEMA,MS,50,Mato Grosso do Sul,5004700,Ivinhema,biologia,20,10,
MATO GROSSO DO SUL,JARDIM,MS,50,Mato Grosso do Sul,5005004,Jardim,geografia,25,4,
MATO GROSSO DO SUL,JARDIM,MS,50,Mato Grosso do Sul,5005004,Jardim,linguaportuguesa,20,9,1
MATO GROSSO DO SUL,MARACAJU,MS,50,Mato Grosso do Sul,5005400,Maracaju,pedagogia,11,2,
MATO GROSSO DO SUL,MIRANDA,MS,50,Mato Grosso do Sul,5005608,Miranda,historia,11,9,1
MATO GROSSO DO SUL,MIRANDA,MS,50,Mato Grosso do Sul,5005608,Miranda,linguaportuguesa,9,13,1
MATO GROSSO DO SUL,MIRANDA,MS,50,Mato Grosso do Sul,5005608,Miranda,pedagogia,27,22,
MATO GROSSO DO SUL,MUNDO NOVO,MS,50,Mato Grosso do Sul,5005681,Mundo Novo,biologia,23,8,2
MATO GROSSO DO SUL,NAVIRAI,MS,50,Mato Grosso do Sul,5005707,Naviraí,pedagogia,49,29,2
MATO GROSSO DO SUL,NAVIRAI,MS,50,Mato Grosso do Sul,5005707,Naviraí,quimica,19,3,
MATO GROSSO DO SUL,NOVA ANDRADINA,MS,50,Mato Grosso do Sul,5006200,Nova Andradina,historia,16,20,2
MATO GROSSO DO SUL,NOVA ANDRADINA,MS,50,Mato Grosso do Sul,5006200,Nova Andradina,matematica,11,3,2
MATO GROSSO DO SUL,PARANAIBA,MS,50,Mato Grosso do Sul,5006309,Paranaíba,matematica,10,3,
MATO GROSSO DO SUL,PARANAIBA,MS,50,Mato Grosso do Sul,5006309,Paranaíba,pedagogia,39,11,
MATO GROSSO DO SUL,PARANAIBA,MS,50,Mato Grosso do Sul,5006309,Paranaíba,sociologia,19,10,1
MATO GROSSO DO SUL,PONTA PORA,MS,50,Mato Grosso do Sul,5006606,Ponta Porã,matematica,20,6,1
MATO GROSSO DO SUL,PONTA PORA,MS,50,Mato Grosso do Sul,5006606,Ponta Porã,pedagogia,43,16,2
MATO GROSSO DO SUL,PORTO MURTINHO,MS,50,Mato Grosso do Sul,5006903,Porto Murtinho,historia,24,6,
MATO GROSSO DO SUL,PORTO MURTINHO,MS,50,Mato Grosso do Sul,5006903,Porto Murtinho,linguaportuguesa,22,4,
MATO GROSSO DO SUL,PORTO MURTINHO,MS,50,Mato Grosso do Sul,5006903,Porto Murtinho,pedagogia,47,26,
MATO GROSSO DO SUL,RIO BRILHANTE,MS,50,Mato Grosso do Sul,5007208,Rio Brilhante,historia,21,11,
MATO GROSSO DO SUL,RIO BRILHANTE,MS,50,Mato Grosso do Sul,5007208,Rio Brilhante,linguaportuguesa,5,6,2
MATO GROSSO DO SUL,RIO BRILHANTE,MS,50,Mato Grosso do Sul,5007208,Rio Brilhante,pedagogia,13,16,1
MATO GROSSO DO SUL,SAO GABRIEL DO OESTE,MS,50,Mato Grosso do Sul,5007695,São Gabriel do Oeste,historia,10,12,1
MATO GROSSO DO SUL,SAO GABRIEL DO OESTE,MS,50,Mato Grosso do Sul,5007695,São Gabriel do Oeste,linguaportuguesa,22,6,1
MATO GROSSO DO SUL,SAO GABRIEL DO OESTE,MS,50,Mato Grosso do Sul,5007695,São Gabriel do Oeste,pedagogia,22,19,
MATO GROSSO DO SUL,SIDROLANDIA,MS,50,Mato Grosso do Sul,5007901,Sidrolândia,historia,6,14,
MATO GROSSO DO SUL,SIDROLANDIA,MS,50,Mato Grosso do Sul,5007901,Sidrolândia,linguaportuguesa,9,13,1
MATO GROSSO DO SUL,SIDROLANDIA,MS,50,Mato Grosso do Sul,5007901,Sidrolândia,pedagogia,22,19,
MATO GROSSO DO SUL,TRES LAGOAS,MS,50,Mato Grosso do Sul,5008305,Três Lagoas,biologia,19,25,10
MATO GROSSO DO SUL,TRES LAGOAS,MS,50,Mato Grosso do Sul,5008305,Três Lagoas,geografia,25,16,1
MATO GROSSO DO SUL,TRES LAGOAS,MS,50,Mato Grosso do Sul,5008305,Três Lagoas,historia,29,37,13
MATO GROSSO DO SUL,TRES LAGOAS,MS,50,Mato Grosso do Sul,5008305,Três Lagoas,linguaportuguesa,60,51,10
MATO GROSSO DO SUL,TRES LAGOAS,MS,50,Mato Grosso do Sul,5008305,Três Lagoas,matematica,15,16,2
MATO GROSSO DO SUL,TRES LAGOAS,MS,50,Mato Grosso do Sul,5008305,Três Lagoas,pedagogia,64,26,2
MATO GROSSO,ALTA FLORESTA,MT,51,Mato Grosso,5100250,Alta Floresta,biologia,43,10,
MATO GROSSO,ALTO ARAGUAIA,MT,51,Mato Grosso,5100300,Alto Araguaia,linguaportuguesa,25,16,1
MATO GROSSO,BARRA DO BUGRES,MT,51,Mato Grosso,5101704,Barra do Bugres,matematica,23,5,1
MATO GROSSO,BARRA DO GARCAS,MT,51,Mato Grosso,5101803,Barra do Garças,geografia,43,8,
MATO GROSSO,BARRA DO GARCAS,MT,51,Mato Grosso,5101803,Barra do Garças,linguaportuguesa,57,13,
MATO GROSSO,CACERES,MT,51,Mato Grosso,5102504,Cáceres,biologia,59,27,1
MATO GROSSO,CACERES,MT,51,Mato Grosso,5102504,Cáceres,educacaofisica,129,20,
MATO GROSSO,CACERES,MT,51,Mato Grosso,5102504,Cáceres,geografia,55,5,
MATO GROSSO,CACERES,MT,51,Mato Grosso,5102504,Cáceres,historia,58,19,2
MATO GROSSO,CACERES,MT,51,Mato Grosso,5102504,Cáceres,linguaportuguesa,61,14,3
MATO GROSSO,CACERES,MT,51,Mato Grosso,5102504,Cáceres,matematica,33,7,1
MATO GROSSO,CACERES,MT,51,Mato Grosso,5102504,Cáceres,pedagogia,112,17,
MATO GROSSO,CUIABA,MT,51,Mato Grosso,5103403,Cuiabá,biologia,140,133,16
MATO GROSSO,CUIABA,MT,51,Mato Grosso,5103403,Cuiabá,educacaofisica,623,243,15
MATO GROSSO,CUIABA,MT,51,Mato Grosso,5103403,Cuiabá,filosofia,100,36,2
MATO GROSSO,CUIABA,MT,51,Mato Grosso,5103403,Cuiabá,fisica,139,42,6
MATO GROSSO,CUIABA,MT,51,Mato Grosso,5103403,Cuiabá,geografia,211,50,1
MATO GROSSO,CUIABA,MT,51,Mato Grosso,5103403,Cuiabá,historia,146,128,14
MATO GROSSO,CUIABA,MT,51,Mato Grosso,5103403,Cuiabá,linguaportuguesa,301,162,10
MATO GROSSO,CUIABA,MT,51,Mato Grosso,5103403,Cuiabá,matematica,81,25,2
MATO GROSSO,CUIABA,MT,51,Mato Grosso,5103403,Cuiabá,pedagogia,354,120,2
MATO GROSSO,CUIABA,MT,51,Mato Grosso,5103403,Cuiabá,quimica,116,64,5
MATO GROSSO,CUIABA,MT,51,Mato Grosso,5103403,Cuiabá,sociologia,124,58,3
MATO GROSSO,DIAMANTINO,MT,51,Mato Grosso,5103502,Diamantino,educacaofisica,93,15,
MATO GROSSO,JUARA,MT,51,Mato Grosso,5105101,Juara,pedagogia,44,9,
MATO GROSSO,NOVA XAVANTINA,MT,51,Mato Grosso,5106257,Nova Xavantina,biologia,56,13,
MATO GROSSO,PONTAL DO ARAGUAIA,MT,51,Mato Grosso,5106653,Pontal do Araguaia,biologia,56,24,1
MATO GROSSO,PONTAL DO ARAGUAIA,MT,51,Mato Grosso,5106653,Pontal do Araguaia,educacaofisica,88,45,
MATO GROSSO,PONTAL DO ARAGUAIA,MT,51,Mato Grosso,5106653,Pontal do Araguaia,fisica,7,9,
MATO GROSSO,PONTAL DO ARAGUAIA,MT,51,Mato Grosso,5106653,Pontal do Araguaia,matematica,11,4,
MATO GROSSO,PONTAL DO ARAGUAIA,MT,51,Mato Grosso,5106653,Pontal do Araguaia,quimica,14,7,
MATO GROSSO,PONTES E LACERDA,MT,51,Mato Grosso,5106752,Pontes e Lacerda,linguaportuguesa,38,13,
MATO GROSSO,RONDONOPOLIS,MT,51,Mato Grosso,5107602,Rondonópolis,biologia,51,44,20
MATO GROSSO,RONDONOPOLIS,MT,51,Mato Grosso,5107602,Rondonópolis,geografia,60,16,2
MATO GROSSO,RONDONOPOLIS,MT,51,Mato Grosso,5107602,Rondonópolis,historia,50,37,10
MATO GROSSO,RONDONOPOLIS,MT,51,Mato Grosso,5107602,Rondonópolis,linguaportuguesa,54,22,10
MATO GROSSO,RONDONOPOLIS,MT,51,Mato Grosso,5107602,Rondonópolis,matematica,27,29,9
MATO GROSSO,RONDONOPOLIS,MT,51,Mato Grosso,5107602,Rondonópolis,pedagogia,115,46,5
MATO GROSSO,SINOP,MT,51,Mato Grosso,5107909,Sinop,geografia,41,14,1
MATO GROSSO,SINOP,MT,51,Mato Grosso,5107909,Sinop,linguaportuguesa,47,28,4
MATO GROSSO,SINOP,MT,51,Mato Grosso,5107909,Sinop,matematica,18,9,3
MATO GROSSO,SINOP,MT,51,Mato Grosso,5107909,Sinop,pedagogia,92,36,1
MATO GROSSO,TANGARA DA SERRA,MT,51,Mato Grosso,5107958,Tangará da Serra,biologia,66,23,2
MATO GROSSO,TANGARA DA SERRA,MT,51,Mato Grosso,5107958,Tangará da Serra,linguaportuguesa,41,17,1
PARA,BELEM,PA,15,Pará,1501402,Belém,biologia,1089,1431,440
PARA,BELEM,PA,15,Pará,1501402,Belém,linguaportuguesa,1744,1818,328
PARA,BELEM,PA,15,Pará,1501402,Belém,pedagogia,1857,1560,230
PARA,CAPANEMA,PA,15,Pará,1502202,Capanema,biologia,257,333,109
PARA,CAPITAO POCO,PA,15,Pará,1502301,Capitão Poço,biologia,103,130,51
PARA,MARABA,PA,15,Pará,1504208,Marabá,artes,252,88,30
PARA,MARABA,PA,15,Pará,1504208,Marabá,biologia,413,121,59
PARA,MARABA,PA,15,Pará,1504208,Marabá,fisica,191,80,40
PARA,MARABA,PA,15,Pará,1504208,Marabá,geografia,538,202,63
PARA,MARABA,PA,15,Pará,1504208,Marabá,historia,330,164,74
PARA,MARABA,PA,15,Pará,1504208,Marabá,linguaportuguesa,582,233,98
PARA,MARABA,PA,15,Pará,1504208,Marabá,matematica,174,98,54
PARA,MARABA,PA,15,Pará,1504208,Marabá,pedagogia,843,202,77
PARA,MARABA,PA,15,Pará,1504208,Marabá,quimica,153,92,34
PARA,MARABA,PA,15,Pará,1504208,Marabá,sociologia,577,153,55
PARA,SANTANA DO ARAGUAIA,PA,15,Pará,1506708,Santana do Araguaia,matematica,100,47,12
PARA,SAO FELIX DO XINGU,PA,15,Pará,1507300,São Félix do Xingu,biologia,137,58,24
PARA,SAO FELIX DO XINGU,PA,15,Pará,1507300,São Félix do Xingu,linguaportuguesa,162,69,9
PARA,TOME-ACU,PA,15,Pará,1508001,Tomé-Açu,biologia,104,117,45
PARA,TOME-ACU,PA,15,Pará,1508001,Tomé-Açu,linguaportuguesa,145,144,44
PARA,XINGUARA,PA,15,Pará,1508407,Xinguara,geografia,153,98,6
PARA,XINGUARA,PA,15,Pará,1508407,Xinguara,historia,125,63,16
PARAIBA,ARARUNA,PB,25,Paraíba,2501005,Araruna,fisica,36,12,3
PARAIBA,AREIA,PB,25,Paraíba,2501104,Areia,biologia,107,79,11
PARAIBA,AREIA,PB,25,Paraíba,2501104,Areia,quimica,55,24,3
PARAIBA,BANANEIRAS,PB,25,Paraíba,2501500,Bananeiras,pedagogia,254,100,5
PARAIBA,CABEDELO,PB,25,Paraíba,2503209,Cabedelo,biologia,84,39,6
PARAIBA,CAJAZEIRAS,PB,25,Paraíba,2503704,Cajazeiras,biologia,206,114,11
PARAIBA,CAJAZEIRAS,PB,25,Paraíba,2503704,Cajazeiras,fisica,131,36,5
PARAIBA,CAJAZEIRAS,PB,25,Paraíba,2503704,Cajazeiras,geografia,302,92,3
PARAIBA,CAJAZEIRAS,PB,25,Paraíba,2503704,Cajazeiras,historia,276,169,14
PARAIBA,CAJAZEIRAS,PB,25,Paraíba,2503704,Cajazeiras,linguaportuguesa,178,130,16
PARAIBA,CAJAZEIRAS,PB,25,Paraíba,2503704,Cajazeiras,matematica,164,133,25
PARAIBA,CAJAZEIRAS,PB,25,Paraíba,2503704,Cajazeiras,pedagogia,457,146,7
PARAIBA,CAJAZEIRAS,PB,25,Paraíba,2503704,Cajazeiras,quimica,125,54,2
PARAIBA,CAMPINA GRANDE,PB,25,Paraíba,2504009,Campina Grande,biologia,54,246,82
PARAIBA,CAMPINA GRANDE,PB,25,Paraíba,2504009,Campina Grande,educacaofisica,235,516,201
PARAIBA,CAMPINA GRANDE,PB,25,Paraíba,2504009,Campina Grande,filosofia,236,127,17
PARAIBA,CAMPINA GRANDE,PB,25,Paraíba,2504009,Campina Grande,fisica,193,99,11
PARAIBA,CAMPINA GRANDE,PB,25,Paraíba,2504009,Campina Grande,geografia,537,316,16
PARAIBA,CAMPINA GRANDE,PB,25,Paraíba,2504009,Campina Grande,historia,412,421,143
PARAIBA,CAMPINA GRANDE,PB,25,Paraíba,2504009,Campina Grande,linguaportuguesa,889,851,267
PARAIBA,CAMPINA GRANDE,PB,25,Paraíba,2504009,Campina Grande,matematica,297,259,50
PARAIBA,CAMPINA GRANDE,PB,25,Paraíba,2504009,Campina Grande,pedagogia,683,447,85
PARAIBA,CAMPINA GRANDE,PB,25,Paraíba,2504009,Campina Grande,quimica,159,83,17
PARAIBA,CAMPINA GRANDE,PB,25,Paraíba,2504009,Campina Grande,sociologia,159,107,13
PARAIBA,CATOLE DO ROCHA,PB,25,Paraíba,2504306,Catolé do Rocha,linguaportuguesa,84,77,16
PARAIBA,CUITE,PB,25,Paraíba,2505105,Cuité,biologia,289,84,6
PARAIBA,CUITE,PB,25,Paraíba,2505105,Cuité,fisica,84,9,1
PARAIBA,CUITE,PB,25,Paraíba,2505105,Cuité,matematica,99,23,3
PARAIBA,CUITE,PB,25,Paraíba,2505105,Cuité,quimica,117,12,1
PARAIBA,GUARABIRA,PB,25,Paraíba,2506301,Guarabira,geografia,126,138,9
PARAIBA,GUARABIRA,PB,25,Paraíba,2506301,Guarabira,historia,123,124,37
PARAIBA,GUARABIRA,PB,25,Paraíba,2506301,Guarabira,linguaportuguesa,50,126,30
PARAIBA,GUARABIRA,PB,25,Paraíba,2506301,Guarabira,pedagogia,231,170,35
PARAIBA,JOAO PESSOA,PB,25,Paraíba,2507507,João Pessoa,artes,82,124,51
PARAIBA,JOAO PESSOA,PB,25,Paraíba,2507507,João Pessoa,biologia,394,479,169
PARAIBA,JOAO PESSOA,PB,25,Paraíba,2507507,João Pessoa,educacaofisica,842,636,180
PARAIBA,JOAO PESSOA,PB,25,Paraíba,2507507,João Pessoa,filosofia,113,98,20
PARAIBA,JOAO PESSOA,PB,25,Paraíba,2507507,João Pessoa,fisica,102,112,37
PARAIBA,JOAO PESSOA,PB,25,Paraíba,2507507,João Pessoa,geografia,141,133,15
PARAIBA,JOAO PESSOA,PB,25,Paraíba,2507507,João Pessoa,historia,202,210,82
PARAIBA,JOAO PESSOA,PB,25,Paraíba,2507507,João Pessoa,linguaportuguesa,835,698,148
PARAIBA,JOAO PESSOA,PB,25,Paraíba,2507507,João Pessoa,matematica,194,189,58
PARAIBA,JOAO PESSOA,PB,25,Paraíba,2507507,João Pessoa,pedagogia,1272,861,104
PARAIBA,JOAO PESSOA,PB,25,Paraíba,2507507,João Pessoa,quimica,130,108,40
PARAIBA,JOAO PESSOA,PB,25,Paraíba,2507507,João Pessoa,sociologia,140,158,38
PARAIBA,MAMANGUAPE,PB,25,Paraíba,2508901,Mamanguape,linguaportuguesa,104,47,3
PARAIBA,MAMANGUAPE,PB,25,Paraíba,2508901,Mamanguape,pedagogia,211,36,4
PARAIBA,MONTEIRO,PB,25,Paraíba,2509701,Monteiro,linguaportuguesa,125,101,34
PARAIBA,MONTEIRO,PB,25,Paraíba,2509701,Monteiro,matematica,23,38,7
PARAIBA,PATOS,PB,25,Paraíba,2510808,Patos,biologia,227,110,10
PARAIBA,PATOS,PB,25,Paraíba,2510808,Patos,fisica,67,29,10
PARAIBA,PATOS,PB,25,Paraíba,2510808,Patos,matematica,128,139,36
PARAIBA,PICUI,PB,25,Paraíba,2511400,Picuí,linguaportuguesa,168,38,3
PARAIBA,PRINCESA ISABEL,PB,25,Paraíba,2512309,Princesa Isabel,biologia,61,36,3
PARAIBA,RIO TINTO,PB,25,Paraíba,2512903,Rio Tinto,matematica,140,33,3
PARAIBA,SOUSA,PB,25,Paraíba,2516201,Sousa,educacaofisica,259,125,20
PARAIBA,SOUSA,PB,25,Paraíba,2516201,Sousa,linguaportuguesa,178,56,2
PARAIBA,SOUSA,PB,25,Paraíba,2516201,Sousa,quimica,78,22,
PARAIBA,SUME,PB,25,Paraíba,2516300,Sumé,sociologia,83,19,
PERNAMBUCO,CARUARU,PE,26,Pernambuco,2604106,Caruaru,fisica,86,152,60
PERNAMBUCO,CARUARU,PE,26,Pernambuco,2604106,Caruaru,matematica,147,201,140
